,mapping,epap,user,meaning
0,False,False,d,False
1,True,True,replace task B with task E,"Replace task B with task E.
"
2,True,True,change task B into task E,"Rename task B to task E.
"
3,True,True,create task E and replace task B with task E,"Replace task B with task E.
"
4,True,True,"In the new model, task B will be changed as task E. ","Rename task B to task E.
"
5,True,True,Please substitute task B through task E.,"Replace the sequence of tasks from B to E with a new process fragment.
"
6,True,True,Replace task B with task E,"Replace task B with task E
"
7,True,True,Replace task B with task E. Don't change anything else.,"Replace task B with task E.
"
8,True,True,Remove task B with task E,"NA
"
9,True,True,Replace task B with task e. We do not need task b but instead we need task e at the stage where task b was previously.,"Replace task B with task E.
"
10,False,False,rename task b to task e,False
11,True,True,replace task B with task E within the process while everything stays the same,"Replace task B with task E.
"
12,True,False,switch in task e for task b,"NA
"
13,True,True,replace task E for task B,"Replace task B with task E.
"
14,True,True,Please replace task B with task E.,"Replace task B with task E.
"
15,True,True,taskB get replaced by task E,"Replace task B with task E.
"
16,True,True,Task B should be replaced by Task Ee,"Replace Task B with Task Ee.
"
17,True,True,Replace 'task E' with 'task B'.,"Replace task E with task B.
"
18,True,True,Replace task B with task E,"Replace task B with task E
"
19,False,False,Please rename task B to task E,False
20,True,True,replace task B by task E,"Replace task B with task E.
"
21,False,False,please change the name of task B to task E,False
22,True,False,Exchange task B with task E,"Swap task B and task E.
"
23,True,True,Replacing tasl b with task e,"Replace task B with task E.
"
24,False,False,rename task B to task E,False
25,False,False,Rename task B to task E,False
26,False,False,"Replace the label of ""task B"" with ""task E"". Do not make any other changes.",False
27,True,True,replace task B with task E,"Replace task B with task E.
"
28,False,False,Rename task B to task E,False
29,False,False,Change the name of task B to task E.,False
30,True,False,Task B has to be exchanged with Task E,"Swap Task B and Task E.
"
31,True,True,"Change ""task B"" to ""task E"".","Rename ""task B"" to ""task E"".
"
32,True,True,Replace task B by a new task E.,"Replace task B with task E.
"
33,False,False,Change the Name of Task B to Task E,False
34,True,True,Replace task B with task E,"Replace task B with task E
"
35,True,True,replace task b with task e,"Replace Task B with Task E.
"
36,True,True,"Task B is replaced by Task E, meaning a true task A, will execute a task E instead of a B","Task B is replaced with Task E.
"
37,True,True,replace task b with task e with the same conditional logic ,"Replace task ""b"" with task ""e"", preserving the incoming and outgoing sequence flows and conditions.
"
38,True,True,Replacing task B with task E. ,"Replace task B with task E.
"
39,False,False,"change the text ""task B"" to ""task E""",False
40,True,False,"Task E will be executed instead of task B, if condition X is true.  ","If condition X is true, execute task E instead of task B.
"
41,True,True,replace task b with task e in the diagram,"Replace task ""b"" with task ""e"".
"
42,True,True,Please replace task B with task E,"Replace task B with task E.
"
43,True,False,Switch B to E,"NA
"
44,False,False,"Change the name of ""task B"" to be ""task E"" ",False
45,True,True,Please replace the task B with task E,"Replace task B with task E.
"
46,False,False,Change the content of task B to E,False
47,True,True,Change task B to task E,"Replace task B with task E.
"
48,True,True,Change Task B to Task E,"Rename Task B to Task E
"
49,True,True,replace task B with task E,"Replace task B with task E.
"
50,True,True,please replace task B by task E,"Replace task B with task E.
"
51,True,True,Replace task B with a new task called task E.,"Replace task B with task E.
"
52,False,False,renametask B to E,False
53,True,True,Replace task B with task E,"Replace task B with task E
"
54,True,True,Exchange task B with a new task E.,"Replace task B with task E.
"
55,True,True,Replace task B with a new task E in the 'true' branch of the XOR gateway.,"Replace task B with task E after the XOR gateway if the condition is true.
"
56,False,False,Change the signature of task B to task E,False
57,True,True,Replace Task B with Task ,"NA
"
58,True,True,The task b is replaced with task E. ,"Replace task ""b"" with task ""E"".
"
59,True,True,Replace task B with task E.,"Replace task B with task E.
"
60,False,False,Please change task B to Task E,False
61,True,False,exchange task b to task e,"Swap task B and task E.
"
62,True,True,Replace Task B with Task E,"Replace Task B with Task E
"
63,True,True,replace task b with a task e.,"Replace task ""b"" with task ""e"".
"
